filename,greedy___hse,greedy_ku__hse,greedy_kv__hse,greedy_ku_kv__hse,greedy_ke__hse,greedy_ku_ke__hse,greedy_kv_ke__hse,greedy_ku_kv_ke__hse,adaptivegreedy___hse,adaptivegreedy_ku__hse,adaptivegreedy_kv__hse,adaptivegreedy_ku_kv__hse,adaptivegreedy_ke__hse,adaptivegreedy_ku_ke__hse,adaptivegreedy_kv_ke__hse,adaptivegreedy_ku_kv_ke__hse,vc___hse,vc_ku__hse,vc_kv__hse,vc_ku_kv__hse,vc_ke__hse,vc_ku_ke__hse,vc_kv_ke__hse,vc_ku_kv_ke__hse
exact_062.hgr,0.0405004024505615,0.0210077762603759,0.025057315826416,0.0288004875183105,0.0330157279968261,0.0484421253204345,0.0665452480316162,0.0584681034088134,0.0316774845123291,0.0512197017669677,0.022975206375122,0.0370359420776367,0.0273449420928955,0.0301625728607177,0.0416529178619384,0.0354907512664794,0.0725131034851074,0.2098286151885986,0.1983654499053955,0.1226282119750976,0.1572096347808838,0.0979132652282714,0.1329450607299804,0.1767346858978271
exact_063.hgr,0.0547177791595459,0.0679035186767578,0.0598006248474121,0.0737104415893554,0.0671961307525634,0.0981459617614746,0.1706933975219726,0.0923731327056884,0.061680793762207,0.0373735427856445,0.036879539489746,0.0347476005554199,0.0595626831054687,0.0603740215301513,0.0770063400268554,0.0659639835357666,0.4537229537963867,0.3813469409942627,0.8225986957550049,0.4495139122009277,0.4389626979827881,0.5794436931610107,0.5657100677490234,0.5836653709411621
exact_064.hgr,0.0226459503173828,0.0162265300750732,0.0996098518371582,0.0663971900939941,0.0315496921539306,0.0257556438446044,0.1996922492980957,0.0882549285888671,0.0545885562896728,0.0483720302581787,0.0766510963439941,0.0684213638305664,0.0366401672363281,0.0424888134002685,0.0851802825927734,0.0803954601287841,0.0365867614746093,0.0465316772460937,0.2761399745941162,0.2121238708496093,0.1338765621185302,0.0964362621307373,0.133655309677124,0.1331667900085449
exact_065.hgr,0.0225031375885009,0.0281188488006591,0.0327467918395996,0.0317139625549316,0.0305440425872802,0.0350522994995117,0.0940628051757812,0.0863821506500244,0.0341174602508544,0.0392277240753173,0.033750295639038,0.0441365242004394,0.0305752754211425,0.0347280502319335,0.0349917411804199,0.0424592494964599,0.063720703125,0.0595386028289794,0.3277616500854492,0.086899995803833,0.1239869594573974,0.1243820190429687,0.1721429824829101,0.106194257736206
exact_066.hgr,0.0226528644561767,0.0251088142395019,0.1113576889038086,0.0327181816101074,0.0379550457000732,0.048814058303833,0.0813126564025878,0.0630784034729003,0.0506234169006347,0.021841287612915,0.0318520069122314,0.0362842082977294,0.032123327255249,0.0238063335418701,0.0461666584014892,0.0425639152526855,0.0474627017974853,0.0646419525146484,0.2167818546295166,0.142719030380249,0.1347625255584716,0.1169805526733398,0.1822092533111572,0.1931376457214355
exact_067.hgr,0.0243051052093505,0.0166583061218261,0.0757603645324707,0.0658731460571289,0.037322998046875,0.030259370803833,0.1110036373138427,0.0835144519805908,0.0445432662963867,0.0572936534881591,0.0752711296081543,0.0847511291503906,0.0294811725616455,0.0277707576751709,0.0785036087036132,0.0773985385894775,0.0738360881805419,0.0882530212402343,0.1819140911102295,0.2191967964172363,0.1054158210754394,0.0784611701965332,0.2118537425994873,0.1273057460784912
exact_068.hgr,0.0258252620697021,0.0255265235900878,0.0515284538269043,0.0390765666961669,0.0389707088470459,0.0515365600585937,0.0450775623321533,0.0528595447540283,0.0622553825378418,0.0322635173797607,0.028883934020996,0.0648107528686523,0.0282187461853027,0.0364792346954345,0.0337679386138916,0.0472261905670166,0.0572946071624755,0.0638294219970703,0.1752121448516845,0.1638088226318359,0.2851986885070801,0.0845518112182617,0.1444690227508545,0.1264216899871826
exact_069.hgr,0.0258865356445312,0.030503511428833,0.0381088256835937,0.0363447666168212,0.0336043834686279,0.0341253280639648,0.0828237533569336,0.0405309200286865,0.0419890880584716,0.1084928512573242,0.0244150161743164,0.0399823188781738,0.0371959209442138,0.0291473865509033,0.0267224311828613,0.0361974239349365,0.0581827163696289,0.0477428436279296,0.2885715961456299,0.0884706974029541,0.1705372333526611,0.0676689147949218,0.0777838230133056,0.0717601776123046
exact_070.hgr,0.020087718963623,0.0219688415527343,0.04986572265625,0.0360229015350341,0.0300319194793701,0.0345833301544189,0.0966002941131591,0.0616881847381591,0.0370173454284668,0.1043541431427002,0.0234248638153076,0.0613470077514648,0.0286979675292968,0.0302963256835937,0.045278787612915,0.0363945960998535,0.0930755138397216,0.0656111240386962,0.1785826683044433,0.1787416934967041,0.2496685981750488,0.0870766639709472,0.1145493984222412,0.1336374282836914
exact_071.hgr,0.0354907512664794,0.0211167335510253,0.1090531349182128,0.0488884449005126,0.0555760860443115,0.0260055065155029,0.074228286743164,0.0647861957550048,0.0620584487915039,0.0988826751708984,0.0634124279022216,0.073336124420166,0.0279209613800048,0.0249519348144531,0.0542514324188232,0.0489647388458251,0.0808167457580566,0.0780689716339111,0.1264913082122802,0.074087381362915,0.146127700805664,0.0585978031158447,0.097008466720581,0.0999197959899902
exact_072.hgr,0.1865146160125732,0.167029857635498,0.1963770389556884,0.1817588806152343,0.2624032497406006,0.2806878089904785,0.4506466388702392,0.2350387573242187,0.0374741554260253,0.1311523914337158,0.0398616790771484,0.0512642860412597,0.1161890029907226,0.1154360771179199,0.128394603729248,0.1594417095184326,1.1552338600158691,1.0395715236663818,1.4493660926818848,1.004150629043579,1.1932470798492432,0.990652322769165,1.047250509262085,0.853827953338623
